發生年度,發生月份,發生日期,發生時間,發生地點,發生縣市,發生區鄉,天候名稱,道路類別,事故位置子類別名稱,事故類型及型態子類別名稱,肇因研判子類別名稱,死亡人數,受傷人數,當事者車種,當事者屬-性-別名稱,當事者事故發生時年齡,是否使用3C產品
2023,7,20230730,16,高雄市鳥松區公園路 / 高雄市鳥松區山明街,高雄市,鳥松區,雨,市區道路,交叉路口內,路口交岔撞,無號誌路口，少線道未讓多線道先行,1,1,慢車,男,84,未使用
2023,7,20230730,16,高雄市鳥松區公園路 / 高雄市鳥松區山明街,高雄市,鳥松區,雨,市區道路,交叉路口內,路口交岔撞,無號誌路口，少線道未讓多線道先行,1,1,小客車(含客、貨兩用),女,31,未使用
2023,7,20230730,19,嘉義縣中埔鄉同仁村台3線290公里700公尺處,嘉義縣,中埔鄉,陰,省道,交叉路口內,側撞,左轉彎未依規定,1,1,機車,女,39,未使用
2023,7,20230730,19,嘉義縣中埔鄉同仁村台3線290公里700公尺處,嘉義縣,中埔鄉,陰,省道,交叉路口內,側撞,左轉彎未依規定,1,1,機車,男,18,未使用
2023,7,20230731,6,南投縣國姓鄉大旗村大長路672號前0.0公尺,南投縣,國姓鄉,晴,村里道路,路肩、路緣,撞號誌、標誌桿,未依規定減速,1,0,小貨車(含客、貨兩用),男,54,未使用
2023,7,20230731,6,南投縣國姓鄉大旗村大長路672號前0.0公尺,南投縣,國姓鄉,晴,村里道路,路肩、路緣,撞號誌、標誌桿,未依規定減速,1,0,不明,無或物(動物、堆置物),-1,不明
2023,7,20230731,15,花蓮縣鳳林鎮鳳林鎮中興橋上,花蓮縣,鳳林鎮,陰,鄉道,一般車道(未劃分快慢車道),對撞,違反禁止超車標誌(線),1,1,機車,男,29,未使用
2023,7,20230731,15,花蓮縣鳳林鎮鳳林鎮中興橋上,花蓮縣,鳳林鎮,陰,鄉道,一般車道(未劃分快慢車道),對撞,違反禁止超車標誌(線),1,1,機車,男,46,未使用
2023,7,20230731,23,屏東縣麟洛鄉中山路673號(果菜市場),屏東縣,麟洛鄉,晴,省道,快車道,穿越道路中,未依標誌或標線穿越道路,1,1,人,男,56,非駕駛人
2023,7,20230731,23,屏東縣麟洛鄉中山路673號(果菜市場),屏東縣,麟洛鄉,晴,省道,快車道,穿越道路中,未依標誌或標線穿越道路,1,1,小客車(含客、貨兩用),男,24,未使用
2023,7,20230731,23,屏東縣麟洛鄉中山路673號(果菜市場),屏東縣,麟洛鄉,晴,省道,快車道,穿越道路中,未依標誌或標線穿越道路,1,1,機車,男,22,未使用
2023,7,20230731,23,屏東縣麟洛鄉中山路673號(果菜市場),屏東縣,麟洛鄉,晴,省道,快車道,穿越道路中,未依標誌或標線穿越道路,1,1,小貨車(含客、貨兩用),男,45,未使用
2023,8,20230801,5,臺南市西港區西港里文化路口 / 臺南市西港區西港里文化路口,臺南市,西港區,晴,市區道路,交叉路口內,路口交岔撞,違反閃光號誌,1,0,小貨車(含客、貨兩用),男,64,不明
2023,8,20230801,5,臺南市西港區西港里文化路口 / 臺南市西港區西港里文化路口,臺南市,西港區,晴,市區道路,交叉路口內,路口交岔撞,違反閃光號誌,1,0,小客車(含客、貨兩用),男,68,未使用
2023,8,20230801,10,臺南市鹽水區坔頭港里坔頭港200之45號旁路口(電桿-下竹高幹79),臺南市,鹽水區,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,機車,男,73,未使用
2023,8,20230801,10,臺南市鹽水區坔頭港里坔頭港200之45號旁路口(電桿-下竹高幹79),臺南市,鹽水區,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,小客車(含客、貨兩用),男,43,未使用
2023,8,20230801,12,桃園市蘆竹區南崁路一段東側 / 桃園市蘆竹區長榮路南側,桃園市,蘆竹區,陰,縣道,交叉路口內,側撞,右轉彎未依規定,1,0,曳引車,男,61,未使用
2023,8,20230801,12,桃園市蘆竹區南崁路一段東側 / 桃園市蘆竹區長榮路南側,桃園市,蘆竹區,陰,縣道,交叉路口內,側撞,右轉彎未依規定,1,0,機車,男,61,未使用
2023,8,20230801,15,屏東縣長治鄉南二高平面道路77號橋墩,屏東縣,長治鄉,晴,村里道路,交叉路口內,追撞,恍神、緊張、心不在焉分心駕駛,1,0,大貨車,男,36,未使用
2023,8,20230801,15,屏東縣長治鄉南二高平面道路77號橋墩,屏東縣,長治鄉,晴,村里道路,交叉路口內,追撞,恍神、緊張、心不在焉分心駕駛,1,0,機車,男,82,未使用
2023,8,20230801,18,桃園市中壢區龍岡路三段口 / 桃園市中壢區龍岡路三段口,桃園市,中壢區,陰,市區道路,交叉路口內,側撞,有號誌路口，轉彎車未讓直行車先行,1,0,小客車(含客、貨兩用),女,41,未使用
2023,8,20230801,18,桃園市中壢區龍岡路三段口 / 桃園市中壢區龍岡路三段口,桃園市,中壢區,陰,市區道路,交叉路口內,側撞,有號誌路口，轉彎車未讓直行車先行,1,0,機車,男,34,未使用
2023,8,20230801,21,基隆市中山區復興路 / 基隆市中山區德安路,基隆市,中山區,晴,市區道路,交叉路口內,追撞,起步時未注意安全,1,0,小客車(含客、貨兩用),男,70,未使用
2023,8,20230801,21,基隆市中山區復興路 / 基隆市中山區德安路,基隆市,中山區,晴,市區道路,交叉路口內,追撞,起步時未注意安全,1,0,機車,女,53,未使用
2023,8,20230801,21,基隆市中山區復興路 / 基隆市中山區德安路,基隆市,中山區,晴,市區道路,交叉路口內,追撞,起步時未注意安全,1,0,不明,無或物(動物、堆置物),53,不明
2023,8,20230802,2,新竹縣湖口鄉國道1號 87公里600.0公尺處南側向路肩,新竹縣,湖口鄉,雨,國道,快車道,撞護欄(樁),車輛或機械操作不當(慎),1,0,小客車(含客、貨兩用),女,25,不明
2023,8,20230802,2,新竹縣湖口鄉國道1號 87公里600.0公尺處南側向路肩,新竹縣,湖口鄉,雨,國道,快車道,撞護欄(樁),車輛或機械操作不當(慎),1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230802,2,新竹縣湖口鄉國道1號 87公里600.0公尺處南側向路肩,新竹縣,湖口鄉,雨,國道,快車道,撞護欄(樁),車輛或機械操作不當(慎),1,0,小客車(含客、貨兩用),男,46,未使用
2023,8,20230802,2,新竹縣湖口鄉國道1號 87公里600.0公尺處南側向路肩,新竹縣,湖口鄉,雨,國道,快車道,撞護欄(樁),車輛或機械操作不當(慎),1,0,小客車(含客、貨兩用),男,26,未使用
2023,8,20230802,21,南投縣草屯鎮雙冬里中正路4號旁,南投縣,草屯鎮,晴,省道,路肩、路緣,衝出路外,其他不當駕車行為,1,0,小客車(含客、貨兩用),男,43,不明
2023,8,20230802,21,南投縣草屯鎮雙冬里中正路4號旁,南投縣,草屯鎮,晴,省道,路肩、路緣,衝出路外,其他不當駕車行為,1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230802,21,南投縣草屯鎮雙冬里中正路4號旁,南投縣,草屯鎮,晴,省道,路肩、路緣,衝出路外,其他不當駕車行為,1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230802,22,嘉義縣東石鄉龍港村166縣道與嘉7鄉道(口),嘉義縣,東石鄉,陰,縣道,交叉路口內,路口交岔撞,酒醉(後)駕駛,1,2,小客車(含客、貨兩用),男,43,不明
2023,8,20230802,22,嘉義縣東石鄉龍港村166縣道與嘉7鄉道(口),嘉義縣,東石鄉,陰,縣道,交叉路口內,路口交岔撞,酒醉(後)駕駛,1,2,小客車(含客、貨兩用),男,39,不明
2023,8,20230802,22,嘉義縣東石鄉龍港村166縣道與嘉7鄉道(口),嘉義縣,東石鄉,陰,縣道,交叉路口內,路口交岔撞,酒醉(後)駕駛,1,2,人,女,40,非駕駛人
2023,8,20230802,22,嘉義縣東石鄉龍港村166縣道與嘉7鄉道(口),嘉義縣,東石鄉,陰,縣道,交叉路口內,路口交岔撞,酒醉(後)駕駛,1,2,不明,無或物(動物、堆置物),-1,不明
2023,8,20230803,11,臺東縣臺東市精誠路口 / 臺東縣臺東市復興路口,臺東縣,臺東市,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,1,機車,男,22,未使用
2023,8,20230803,11,臺東縣臺東市精誠路口 / 臺東縣臺東市復興路口,臺東縣,臺東市,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,1,大貨車,男,69,未使用
2023,8,20230803,11,臺東縣臺東市精誠路口 / 臺東縣臺東市復興路口,臺東縣,臺東市,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,1,人,女,23,非駕駛人
2023,8,20230803,11,雲林縣古坑鄉縣200線 400.0公尺處西側向外側,雲林縣,古坑鄉,晴,縣道,一般車道(未劃分快慢車道),追撞,恍神、緊張、心不在焉分心駕駛,1,0,機車,女,27,不明
2023,8,20230803,11,雲林縣古坑鄉縣200線 400.0公尺處西側向外側,雲林縣,古坑鄉,晴,縣道,一般車道(未劃分快慢車道),追撞,恍神、緊張、心不在焉分心駕駛,1,0,大貨車,男,69,未使用
2023,8,20230803,11,雲林縣古坑鄉縣200線 400.0公尺處西側向外側,雲林縣,古坑鄉,晴,縣道,一般車道(未劃分快慢車道),追撞,恍神、緊張、心不在焉分心駕駛,1,0,小貨車(含客、貨兩用),男,44,未使用
2023,8,20230803,19,彰化縣和美鎮塗厝里彰新路五段口 / 彰化縣和美鎮塗厝里和厝路二段口,彰化縣,和美鎮,陰,村里道路,一般車道(未劃分快慢車道),穿越道路中,未依標誌或標線穿越道路,1,1,人,女,54,非駕駛人
2023,8,20230803,19,彰化縣和美鎮塗厝里彰新路五段口 / 彰化縣和美鎮塗厝里和厝路二段口,彰化縣,和美鎮,陰,村里道路,一般車道(未劃分快慢車道),穿越道路中,未依標誌或標線穿越道路,1,1,機車,男,44,未使用
2023,8,20230804,11,彰化縣福興鄉廈粘村沿海路3段口 / 彰化縣福興鄉廈粘村管厝街口,彰化縣,福興鄉,晴,村里道路,行人穿越道,同向通行中,車輛未依規定暫停讓行人先行,1,0,小貨車(含客、貨兩用),男,44,不明
2023,8,20230804,11,彰化縣福興鄉廈粘村沿海路3段口 / 彰化縣福興鄉廈粘村管厝街口,彰化縣,福興鄉,晴,村里道路,行人穿越道,同向通行中,車輛未依規定暫停讓行人先行,1,0,人,女,65,非駕駛人
2023,8,20230805,8,臺東縣臺東市台11線 158公里600.0公尺處東側向內側,臺東縣,臺東市,雨,市區道路,快車道,其他,違反其他標誌(線)禁制,1,2,小客車(含客、貨兩用),男,30,未使用
2023,8,20230805,8,臺東縣臺東市台11線 158公里600.0公尺處東側向內側,臺東縣,臺東市,雨,市區道路,快車道,其他,違反其他標誌(線)禁制,1,2,小貨車(含客、貨兩用),男,48,未使用
2023,8,20230805,8,臺東縣臺東市台11線 158公里600.0公尺處東側向內側,臺東縣,臺東市,雨,市區道路,快車道,其他,違反其他標誌(線)禁制,1,2,人,女,47,非駕駛人
2023,8,20230805,8,臺東縣臺東市台11線 158公里600.0公尺處東側向內側,臺東縣,臺東市,雨,市區道路,快車道,其他,違反其他標誌(線)禁制,1,2,人,男,14,非駕駛人
2023,8,20230805,12,臺東縣海端鄉台20線 198公里200.0公尺處,臺東縣,海端鄉,陰,省道,一般車道(未劃分快慢車道),其他,其他裝載不當,1,0,小貨車(含客、貨兩用),男,62,未使用
2023,8,20230805,12,臺東縣海端鄉台20線 198公里200.0公尺處,臺東縣,海端鄉,陰,省道,一般車道(未劃分快慢車道),其他,其他裝載不當,1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230805,12,臺東縣海端鄉台20線 198公里200.0公尺處,臺東縣,海端鄉,陰,省道,一般車道(未劃分快慢車道),其他,其他裝載不當,1,0,人,男,43,非駕駛人
2023,8,20230805,21,南投縣名間鄉出林虎路二段與竹圍巷口,南投縣,名間鄉,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,2,小貨車(含客、貨兩用),男,36,不明
2023,8,20230805,21,南投縣名間鄉出林虎路二段與竹圍巷口,南投縣,名間鄉,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,2,小客車(含客、貨兩用),男,70,不明
2023,8,20230805,21,南投縣名間鄉出林虎路二段與竹圍巷口,南投縣,名間鄉,晴,市區道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,2,人,男,62,非駕駛人
2023,8,20230806,0,臺南市山上區玉峯里蚵壳潭39號旁市區道路,臺南市,山上區,雨,市區道路,一般車道(未劃分快慢車道),路上翻車、摔倒,其他不當駕車行為,1,0,機車,男,63,未使用
2023,8,20230806,0,臺南市山上區玉峯里蚵壳潭39號旁市區道路,臺南市,山上區,雨,市區道路,一般車道(未劃分快慢車道),路上翻車、摔倒,其他不當駕車行為,1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230806,0,新北市萬里區台2線前0.0公尺,新北市,萬里區,陰,省道,一般車道(未劃分快慢車道),撞護欄(樁),車輛或機械操作不當(慎),1,0,機車,男,55,不明
2023,8,20230806,0,新北市萬里區台2線前0.0公尺,新北市,萬里區,陰,省道,一般車道(未劃分快慢車道),撞護欄(樁),車輛或機械操作不當(慎),1,0,不明,無或物(動物、堆置物),0,不明
2023,8,20230806,21,臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,臺北市,大安區,晴,市區道路,交叉路口內,側撞,闖紅燈左轉(或迴轉),1,1,小客車(含客、貨兩用),女,66,未使用
2023,8,20230806,21,臺北市大安區仁愛路3段 / 臺北市大安區復興南路1段,臺北市,大安區,晴,市區道路,交叉路口內,側撞,闖紅燈左轉(或迴轉),1,1,機車,男,20,未使用
2023,8,20230806,22,高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路,高雄市,鳳山區,晴,市區道路,交叉口附近,穿越道路中,未依標誌或標線穿越道路,1,0,人,女,54,非駕駛人
2023,8,20230806,22,高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路,高雄市,鳳山區,晴,市區道路,交叉口附近,穿越道路中,未依標誌或標線穿越道路,1,0,小客車(含客、貨兩用),男,25,未使用
2023,8,20230806,22,高雄市鳳山區五甲二路 / 高雄市鳳山區五甲二路,高雄市,鳳山區,晴,市區道路,交叉口附近,穿越道路中,未依標誌或標線穿越道路,1,0,小客車(含客、貨兩用),男,22,未使用
2023,8,20230807,0,彰化縣溪州鄉溪州村中山路3段前0.0公尺,彰化縣,溪州鄉,晴,村里道路,路肩、路緣,撞電桿,打瞌睡或疲勞駕駛(包括連續駕車8小時),1,0,機車,男,20,未使用
2023,8,20230807,0,彰化縣溪州鄉溪州村中山路3段前0.0公尺,彰化縣,溪州鄉,晴,村里道路,路肩、路緣,撞電桿,打瞌睡或疲勞駕駛(包括連續駕車8小時),1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230807,7,臺南市關廟區南雄南路838號斜對面,臺南市,關廟區,陰,市區道路,其他,衝出路外,患病或服用藥物(疲勞)駕駛,1,0,機車,男,85,未使用
2023,8,20230807,7,臺南市關廟區南雄南路838號斜對面,臺南市,關廟區,陰,市區道路,其他,衝出路外,患病或服用藥物(疲勞)駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230807,7,新北市瑞芳區臺2丁線道路 / 新北市瑞芳區瑞濱路,新北市,瑞芳區,晴,市區道路,交叉口附近,側撞,違反其他標誌(線)禁制,1,1,小客車(含客、貨兩用),男,43,未使用
2023,8,20230807,7,新北市瑞芳區臺2丁線道路 / 新北市瑞芳區瑞濱路,新北市,瑞芳區,晴,市區道路,交叉口附近,側撞,違反其他標誌(線)禁制,1,1,機車,男,34,未使用
2023,8,20230807,7,新北市瑞芳區臺2丁線道路 / 新北市瑞芳區瑞濱路,新北市,瑞芳區,晴,市區道路,交叉口附近,側撞,違反其他標誌(線)禁制,1,1,人,女,36,非駕駛人
2023,8,20230807,8,苗栗縣獅潭鄉台3線115.8公里處南下車道,苗栗縣,獅潭鄉,晴,省道,一般車道(未劃分快慢車道),衝出路外,超速駕駛,1,0,機車,男,23,未使用
2023,8,20230807,8,苗栗縣獅潭鄉台3線115.8公里處南下車道,苗栗縣,獅潭鄉,晴,省道,一般車道(未劃分快慢車道),衝出路外,超速駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230807,15,臺南市白河區河東里糞箕湖99之6號前0.0公尺,臺南市,白河區,晴,縣道,慢車道,倒車撞,倒車未依規定,1,1,大貨車,男,49,未使用
2023,8,20230807,15,臺南市白河區河東里糞箕湖99之6號前0.0公尺,臺南市,白河區,晴,縣道,慢車道,倒車撞,倒車未依規定,1,1,機車,男,42,未使用
2023,8,20230807,15,臺南市白河區河東里糞箕湖99之6號前0.0公尺,臺南市,白河區,晴,縣道,慢車道,倒車撞,倒車未依規定,1,1,人,女,68,非駕駛人
2023,8,20230807,16,嘉義縣義竹鄉埤前村嘉27線0.6公里,嘉義縣,義竹鄉,晴,鄉道,路肩、路緣,撞電桿,酒醉(後)駕駛,1,0,機車,男,26,未使用
2023,8,20230807,16,嘉義縣義竹鄉埤前村嘉27線0.6公里,嘉義縣,義竹鄉,晴,鄉道,路肩、路緣,撞電桿,酒醉(後)駕駛,1,0,不明,無或物(動物、堆置物),-1,不明
2023,8,20230807,19,臺東縣長濱鄉台11線 90公里500.0公尺處,臺東縣,長濱鄉,晴,省道,慢車道,其他,其他不當駕車行為,1,1,機車,男,22,未使用
2023,8,20230807,19,臺東縣長濱鄉台11線 90公里500.0公尺處,臺東縣,長濱鄉,晴,省道,慢車道,其他,其他不當駕車行為,1,1,人,女,78,非駕駛人
2023,8,20230807,20,臺南市學甲區秀昌里中山路口 / 臺南市學甲區秀昌里集合街口,臺南市,學甲區,晴,市區道路,交叉路口內,追撞,其他不當駕車行為,1,1,機車,男,46,未使用
2023,8,20230807,20,臺南市學甲區秀昌里中山路口 / 臺南市學甲區秀昌里集合街口,臺南市,學甲區,晴,市區道路,交叉路口內,追撞,其他不當駕車行為,1,1,慢車,男,73,未使用
2023,8,20230808,1,臺中市大雅區二和里神林南路 / 臺中市大雅區二和里神林南路,臺中市,大雅區,晴,市區道路,交叉路口內,其他,未依規定減速,1,0,小客車(含客、貨兩用),女,69,未使用
2023,8,20230808,1,臺中市大雅區二和里神林南路 / 臺中市大雅區二和里神林南路,臺中市,大雅區,晴,市區道路,交叉路口內,其他,未依規定減速,1,0,人,男,52,非駕駛人
2023,8,20230808,6,嘉義縣布袋鎮菜舖里鋪新54西分14電力桿旁,嘉義縣,布袋鎮,雨,村里道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,機車,女,84,未使用
2023,8,20230808,6,嘉義縣布袋鎮菜舖里鋪新54西分14電力桿旁,嘉義縣,布袋鎮,雨,村里道路,交叉路口內,路口交岔撞,無號誌路口，左方車未讓右方車先行,1,0,小貨車(含客、貨兩用),男,52,未使用
2023,8,20230808,8,南投縣水里鄉台16線 19公里500.0公尺處東側,南投縣,水里鄉,晴,省道,一般車道(未劃分快慢車道),對撞,違反其他標誌(線)禁制,1,1,半聯結車,男,52,不明
2023,8,20230808,8,南投縣水里鄉台16線 19公里500.0公尺處東側,南投縣,水里鄉,晴,省道,一般車道(未劃分快慢車道),對撞,違反其他標誌(線)禁制,1,1,半聯結車,男,39,未使用
2023,8,20230808,10,臺南市將軍區忠嘉里北幹二路與東幹二路口二路與東幹二路口,臺南市,將軍區,晴,村里道路,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,1,小客車(含客、貨兩用),女,47,未使用
2023,8,20230808,10,臺南市將軍區忠嘉里北幹二路與東幹二路口二路與東幹二路口,臺南市,將軍區,晴,村里道路,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,1,小客車(含客、貨兩用),女,26,未使用
2023,8,20230808,10,臺南市將軍區忠嘉里北幹二路與東幹二路口二路與東幹二路口,臺南市,將軍區,晴,村里道路,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,1,機車,男,72,不明
2023,8,20230808,11,苗栗縣後龍鎮台一線後龍溪橋上(北往南)外車道,苗栗縣,後龍鎮,晴,省道,快車道,同向擦撞,變換車道不當,1,0,小客車(含客、貨兩用),女,20,未使用
2023,8,20230808,11,苗栗縣後龍鎮台一線後龍溪橋上(北往南)外車道,苗栗縣,後龍鎮,晴,省道,快車道,同向擦撞,變換車道不當,1,0,機車,男,61,未使用
2023,8,20230808,17,新竹縣芎林鄉石潭村8鄰福昌街148號附近,新竹縣,芎林鄉,晴,村里道路,一般車道(未劃分快慢車道),對撞,逆向行駛,1,1,機車,男,48,未使用
2023,8,20230808,17,新竹縣芎林鄉石潭村8鄰福昌街148號附近,新竹縣,芎林鄉,晴,村里道路,一般車道(未劃分快慢車道),對撞,逆向行駛,1,1,機車,男,63,未使用
2023,8,20230808,20,屏東縣屏東市機場北路附近 / 屏東縣屏東市勝利路附近,屏東縣,屏東市,晴,市區道路,行人穿越道,對向通行中,車輛未依規定暫停讓行人先行,1,0,小客車(含客、貨兩用),男,34,未使用
2023,8,20230808,20,屏東縣屏東市機場北路附近 / 屏東縣屏東市勝利路附近,屏東縣,屏東市,晴,市區道路,行人穿越道,對向通行中,車輛未依規定暫停讓行人先行,1,0,人,女,74,非駕駛人
2023,8,20230809,2,高雄市左營區左營大路 / 高雄市左營區店仔頂路,高雄市,左營區,陰,市區道路,交叉口附近,追撞,酒醉(後)駕駛,1,2,小客車(含客、貨兩用),男,25,不明
2023,8,20230809,2,高雄市左營區左營大路 / 高雄市左營區店仔頂路,高雄市,左營區,陰,市區道路,交叉口附近,追撞,酒醉(後)駕駛,1,2,機車,男,55,未使用
2023,8,20230809,2,高雄市左營區左營大路 / 高雄市左營區店仔頂路,高雄市,左營區,陰,市區道路,交叉口附近,追撞,酒醉(後)駕駛,1,2,人,女,46,非駕駛人
2023,8,20230809,19,彰化縣大城鄉上山村魚寮路116號前0.0公尺,彰化縣,大城鄉,晴,其他,一般車道(未劃分快慢車道),追撞,尚未發現肇事因素,1,0,機車,女,27,不明
2023,8,20230809,19,彰化縣大城鄉上山村魚寮路116號前0.0公尺,彰化縣,大城鄉,晴,其他,一般車道(未劃分快慢車道),追撞,尚未發現肇事因素,1,0,其他車,男,21,不明
2023,8,20230810,0,基隆市中山區中山二路前0.0公尺,基隆市,中山區,晴,市區道路,一般車道(未劃分快慢車道),其他,恍神、緊張、心不在焉分心駕駛,1,1,機車,男,15,未使用
2023,8,20230810,0,基隆市中山區中山二路前0.0公尺,基隆市,中山區,晴,市區道路,一般車道(未劃分快慢車道),其他,恍神、緊張、心不在焉分心駕駛,1,1,機車,男,17,未使用
2023,8,20230810,0,基隆市中山區中山二路前0.0公尺,基隆市,中山區,晴,市區道路,一般車道(未劃分快慢車道),其他,恍神、緊張、心不在焉分心駕駛,1,1,小客車(含客、貨兩用),男,52,不明
2023,8,20230810,0,基隆市中山區中山二路前0.0公尺,基隆市,中山區,晴,市區道路,一般車道(未劃分快慢車道),其他,恍神、緊張、心不在焉分心駕駛,1,1,不明,無或物(動物、堆置物),0,不明
2023,8,20230810,0,基隆市中山區中山二路前0.0公尺,基隆市,中山區,晴,市區道路,一般車道(未劃分快慢車道),其他,恍神、緊張、心不在焉分心駕駛,1,1,人,男,17,非駕駛人
2023,8,20230810,8,新北市金山區台2甲線前0.0公尺,新北市,金山區,陰,省道,一般車道(未劃分快慢車道),側撞,違反其他標誌(線)禁制,1,1,小客車(含客、貨兩用),男,60,未使用
2023,8,20230810,8,新北市金山區台2甲線前0.0公尺,新北市,金山區,陰,省道,一般車道(未劃分快慢車道),側撞,違反其他標誌(線)禁制,1,1,機車,男,41,未使用
2023,8,20230810,9,臺南市安南區安通路六段(西濱高幹74號左6),臺南市,安南區,雨,市區道路,機車優先道,側撞,其他不當駕車行為,1,1,小客車(含客、貨兩用),男,58,未使用
2023,8,20230810,9,臺南市安南區安通路六段(西濱高幹74號左6),臺南市,安南區,雨,市區道路,機車優先道,側撞,其他不當駕車行為,1,1,機車,女,29,未使用
2023,8,20230810,11,宜蘭縣五結鄉協安路口 / 宜蘭縣五結鄉協福路,宜蘭縣,五結鄉,晴,鄉道,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,0,機車,女,44,未使用
2023,8,20230810,11,宜蘭縣五結鄉協安路口 / 宜蘭縣五結鄉協福路,宜蘭縣,五結鄉,晴,鄉道,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,0,小客車(含客、貨兩用),女,66,未使用
2023,8,20230810,11,宜蘭縣五結鄉協安路口 / 宜蘭縣五結鄉協福路,宜蘭縣,五結鄉,晴,鄉道,交叉路口內,路口交岔撞,無號誌路口，支線道未讓幹線道先行,1,0,小客車(含客、貨兩用),男,42,未使用
2023,8,20230810,12,桃園市大園區中正東路349號前0.0公尺,桃園市,大園區,晴,市區道路,快車道,對撞,酒醉(後)駕駛,1,3,小客車(含客、貨兩用),男,44,未使用
2023,8,20230810,12,桃園市大園區中正東路349號前0.0公尺,桃園市,大園區,晴,市區道路,快車道,對撞,酒醉(後)駕駛,1,3,小客車(含客、貨兩用),男,49,未使用
2023,8,20230810,12,桃園市大園區中正東路349號前0.0公尺,桃園市,大園區,晴,市區道路,快車道,對撞,酒醉(後)駕駛,1,3,人,女,13,非駕駛人
2023,8,20230810,12,桃園市大園區中正東路349號前0.0公尺,桃園市,大園區,晴,市區道路,快車道,對撞,酒醉(後)駕駛,1,3,人,女,15,非駕駛人
2023,8,20230810,17,雲林縣崙背鄉水尾村154縣道頂街口,雲林縣,崙背鄉,晴,縣道,交叉路口內,同向擦撞,左轉彎未依規定,1,1,機車,男,83,未使用
2023,8,20230810,17,雲林縣崙背鄉水尾村154縣道頂街口,雲林縣,崙背鄉,晴,縣道,交叉路口內,同向擦撞,左轉彎未依規定,1,1,機車,男,27,未使用
2023,8,20230811,6,彰化縣福興鄉麥厝村沿海路1段東側 / 彰化縣福興鄉麥厝村沿海路1段北側,彰化縣,福興鄉,晴,村里道路,交叉路口內,追撞,方向不定(不包括危險駕車),1,0,慢車,女,78,未使用
2023,8,20230811,6,彰化縣福興鄉麥厝村沿海路1段東側 / 彰化縣福興鄉麥厝村沿海路1段北側,彰化縣,福興鄉,晴,村里道路,交叉路口內,追撞,方向不定(不包括危險駕車),1,0,小客車(含客、貨兩用),男,28,未使用
2023,8,20230811,7,新北市三重區集賢路53號前0.0公尺,新北市,三重區,晴,市區道路,一般車道(未劃分快慢車道),撞路樹,車輛或機械操作不當(慎),1,0,機車,男,34,未使用
2023,8,20230811,7,新北市三重區集賢路53號前0.0公尺,新北市,三重區,晴,市區道路,一般車道(未劃分快慢車道),撞路樹,車輛或機械操作不當(慎),1,0,不明,無或物(動物、堆置物),112,不明
2023,8,20230811,11,新北市貢寮區臺2線道路 / 新北市貢寮區北40線道,新北市,貢寮區,晴,省道,交叉口附近,側撞,違反閃光號誌,1,0,機車,男,84,不明
2023,8,20230811,11,新北市貢寮區臺2線道路 / 新北市貢寮區北40線道,新北市,貢寮區,晴,省道,交叉口附近,側撞,違反閃光號誌,1,0,大客車,男,36,不明
2023,8,20230811,13,桃園市中壢區松江北路口 / 桃園市中壢區定寧路口,桃園市,中壢區,陰,市區道路,交叉路口內,側撞,其他不當駕車行為,1,0,大貨車,男,47,未使用
2023,8,20230811,13,桃園市中壢區松江北路口 / 桃園市中壢區定寧路口,桃園市,中壢區,陰,市區道路,交叉路口內,側撞,其他不當駕車行為,1,0,機車,女,70,未使用
2023,8,20230811,17,屏東縣枋山鄉台26線 2公里600.0公尺處南側,屏東縣,枋山鄉,陰,省道,快車道,側撞,逆向行駛,1,0,機車,男,66,未使用
